raceId,year,round,circuitId,name,date,time,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,Scheduled Laps,Laps
868,2012,9,9,British Grand Prix,2012-07-08,12:00:00,http://en.wikipedia.org/wiki/2012_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,52.0,52.0
869,2012,10,10,German Grand Prix,2012-07-22,12:00:00,http://en.wikipedia.org/wiki/2012_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,67.0,67.0
870,2012,11,11,Hungarian Grand Prix,2012-07-29,12:00:00,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,70.0,69.0
871,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,44.0,44.0
872,2012,13,14,Italian Grand Prix,2012-09-09,12:00:00,http://en.wikipedia.org/wiki/2012_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
873,2012,14,15,Singapore Grand Prix,2012-09-23,12:00:00,http://en.wikipedia.org/wiki/2012_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,61.0,59.0
874,2012,15,22,Japanese Grand Prix,2012-10-07,06:00:00,http://en.wikipedia.org/wiki/2012_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
875,2012,16,35,Korean Grand Prix,2012-10-14,06:00:00,http://en.wikipedia.org/wiki/2012_Korean_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,55.0,55.0
876,2012,17,68,Indian Grand Prix,2012-10-28,09:30:00,http://en.wikipedia.org/wiki/2012_Indian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,60.0,60.0
877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,55.0,55.0
878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
880,2013,1,1,Australian Grand Prix,2013-03-17,06:00:00,http://en.wikipedia.org/wiki/2013_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,58.0,58.0
881,2013,2,2,Malaysian Grand Prix,2013-03-24,08:00:00,http://en.wikipedia.org/wiki/2013_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
882,2013,3,17,Chinese Grand Prix,2013-04-14,07:00:00,http://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
883,2013,4,3,Bahrain Grand Prix,2013-04-21,12:00:00,http://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,57.0,57.0
884,2013,5,4,Spanish Grand Prix,2013-05-12,12:00:00,http://en.wikipedia.org/wiki/2013_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,66.0,66.0
885,2013,6,6,Monaco Grand Prix,2013-05-26,12:00:00,http://en.wikipedia.org/wiki/2013_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,78.0,78.0
886,2013,7,7,Canadian Grand Prix,2013-06-09,18:00:00,http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,70.0,70.0
887,2013,8,9,British Grand Prix,2013-06-30,12:00:00,http://en.wikipedia.org/wiki/2013_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,52.0,52.0
888,2013,9,20,German Grand Prix,2013-07-07,12:00:00,http://en.wikipedia.org/wiki/2013_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,60.0,60.0
890,2013,10,11,Hungarian Grand Prix,2013-07-28,12:00:00,http://en.wikipedia.org/wiki/2013_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,70.0,70.0
891,2013,11,13,Belgian Grand Prix,2013-08-25,12:00:00,http://en.wikipedia.org/wiki/2013_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,44.0,44.0
892,2013,12,14,Italian Grand Prix,2013-09-08,12:00:00,http://en.wikipedia.org/wiki/2013_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
893,2013,13,15,Singapore Grand Prix,2013-09-22,12:00:00,http://en.wikipedia.org/wiki/2013_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,61.0,61.0
894,2013,14,35,Korean Grand Prix,2013-10-06,06:00:00,http://en.wikipedia.org/wiki/2013_Korean_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,55.0,55.0
895,2013,15,22,Japanese Grand Prix,2013-10-13,06:00:00,http://en.wikipedia.org/wiki/2013_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
896,2013,16,68,Indian Grand Prix,2013-10-27,09:30:00,http://en.wikipedia.org/wiki/2013_Indian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,60.0,60.0
897,2013,17,24,Abu Dhabi Grand Prix,2013-11-03,13:00:00,http://en.wikipedia.org/wiki/2013_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,55.0,55.0
898,2013,18,69,United States Grand Prix,2013-11-17,19:00:00,http://en.wikipedia.org/wiki/2013_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
899,2013,19,18,Brazilian Grand Prix,2013-11-24,16:00:00,http://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
900,2014,1,1,Australian Grand Prix,2014-03-16,06:00:00,http://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,58.0,57.0
901,2014,2,2,Malaysian Grand Prix,2014-03-30,08:00:00,http://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
902,2014,3,3,Bahrain Grand Prix,2014-04-06,15:00:00,http://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,57.0,57.0
903,2014,4,17,Chinese Grand Prix,2014-04-20,07:00:00,http://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,54.0
904,2014,5,4,Spanish Grand Prix,2014-05-11,12:00:00,http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,66.0,66.0
905,2014,6,6,Monaco Grand Prix,2014-05-25,12:00:00,http://en.wikipedia.org/wiki/2014_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,78.0,78.0
906,2014,7,7,Canadian Grand Prix,2014-06-08,18:00:00,http://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,70.0,70.0
907,2014,8,70,Austrian Grand Prix,2014-06-22,12:00:00,http://en.wikipedia.org/wiki/2014_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
908,2014,9,9,British Grand Prix,2014-07-06,12:00:00,http://en.wikipedia.org/wiki/2014_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,52.0,52.0
909,2014,10,10,German Grand Prix,2014-07-20,12:00:00,http://en.wikipedia.org/wiki/2014_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,67.0,67.0
910,2014,11,11,Hungarian Grand Prix,2014-07-27,12:00:00,http://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,70.0,70.0
911,2014,12,13,Belgian Grand Prix,2014-08-24,12:00:00,http://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,44.0,44.0
912,2014,13,14,Italian Grand Prix,2014-09-07,12:00:00,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
913,2014,14,15,Singapore Grand Prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,61.0,60.0
914,2014,15,22,Japanese Grand Prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,44.0
915,2014,16,71,Russian Grand Prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
916,2014,17,69,United States Grand Prix,2014-11-02,20:00:00,http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
917,2014,18,18,Brazilian Grand Prix,2014-11-09,16:00:00,http://en.wikipedia.org/wiki/2014_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
918,2014,19,24,Abu Dhabi Grand Prix,2014-11-23,13:00:00,http://en.wikipedia.org/wiki/2014_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,55.0,55.0
931,2015,6,6,Monaco Grand Prix,2015-05-24,12:00:00,http://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,78.0,78.0
932,2015,7,7,Canadian Grand Prix,2015-06-07,18:00:00,http://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,70.0,70.0
929,2015,4,3,Bahrain Grand Prix,2015-04-19,15:00:00,http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,57.0,57.0
930,2015,5,4,Spanish Grand Prix,2015-05-10,12:00:00,http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,66.0,66.0
928,2015,3,17,Chinese Grand Prix,2015-04-12,06:00:00,http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
926,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,http://en.wikipedia.org/wiki/2015_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,58.0,58.0
927,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,http://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
933,2015,8,70,Austrian Grand Prix,2015-06-21,12:00:00,http://en.wikipedia.org/wiki/2015_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
934,2015,9,9,British Grand Prix,2015-07-05,12:00:00,http://en.wikipedia.org/wiki/2015_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,52.0,52.0
936,2015,10,11,Hungarian Grand Prix,2015-07-26,12:00:00,http://en.wikipedia.org/wiki/2015_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,70.0,69.0
937,2015,11,13,Belgian Grand Prix,2015-08-23,12:00:00,http://en.wikipedia.org/wiki/2015_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,44.0,43.0
938,2015,12,14,Italian Grand Prix,2015-09-06,12:00:00,http://en.wikipedia.org/wiki/2015_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
939,2015,13,15,Singapore Grand Prix,2015-09-20,12:00:00,http://en.wikipedia.org/wiki/2015_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,61.0,61.0
940,2015,14,22,Japanese Grand Prix,2015-09-27,05:00:00,http://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
941,2015,15,71,Russian Grand Prix,2015-10-11,11:00:00,http://en.wikipedia.org/wiki/2015_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
942,2015,16,69,United States Grand Prix,2015-10-25,19:00:00,http://en.wikipedia.org/wiki/2015_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
943,2015,17,32,Mexican Grand Prix,2015-11-01,19:00:00,http://en.wikipedia.org/wiki/2015_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
944,2015,18,18,Brazilian Grand Prix,2015-11-15,16:00:00,http://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
945,2015,19,24,Abu Dhabi Grand Prix,2015-11-29,13:00:00,http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,55.0,55.0
948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,58.0,57.0
949,2016,2,3,Bahrain Grand Prix,2016-04-03,15:00:00,http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,57.0,57.0
950,2016,3,17,Chinese Grand Prix,2016-04-17,06:00:00,http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
951,2016,4,71,Russian Grand Prix,2016-05-01,12:00:00,http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
952,2016,5,4,Spanish Grand Prix,2016-05-15,12:00:00,http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,66.0,66.0
953,2016,6,6,Monaco Grand Prix,2016-05-29,12:00:00,http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,78.0,78.0
954,2016,7,7,Canadian Grand Prix,2016-06-12,18:00:00,http://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,70.0,70.0
955,2016,8,73,European Grand Prix,2016-06-19,13:00:00,http://en.wikipedia.org/wiki/2016_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,51.0,51.0
956,2016,9,70,Austrian Grand Prix,2016-07-03,12:00:00,http://en.wikipedia.org/wiki/2016_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
957,2016,10,9,British Grand Prix,2016-07-10,12:00:00,http://en.wikipedia.org/wiki/2016_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,52.0,52.0
958,2016,11,11,Hungarian Grand Prix,2016-07-24,12:00:00,http://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,70.0,70.0
959,2016,12,10,German Grand Prix,2016-07-31,12:00:00,http://en.wikipedia.org/wiki/2016_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,67.0,67.0
960,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,http://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,44.0,44.0
961,2016,14,14,Italian Grand Prix,2016-09-04,12:00:00,http://en.wikipedia.org/wiki/2016_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
962,2016,15,15,Singapore Grand Prix,2016-09-18,12:00:00,http://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,61.0,61.0
963,2016,16,2,Malaysian Grand Prix,2016-10-02,07:00:00,http://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
964,2016,17,22,Japanese Grand Prix,2016-10-09,05:00:00,http://en.wikipedia.org/wiki/2016_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
965,2016,18,69,United States Grand Prix,2016-10-23,19:00:00,http://en.wikipedia.org/wiki/2016_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
966,2016,19,32,Mexican Grand Prix,2016-10-30,19:00:00,http://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
967,2016,20,18,Brazilian Grand Prix,2016-11-13,16:00:00,http://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
968,2016,21,24,Abu Dhabi Grand Prix,2016-11-27,13:00:00,http://en.wikipedia.org/wiki/2016_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,55.0,55.0
969,2017,1,1,Australian Grand Prix,2017-03-26,05:00:00,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,58.0,57.0
970,2017,2,17,Chinese Grand Prix,2017-04-09,06:00:00,http://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
971,2017,3,3,Bahrain Grand Prix,2017-04-16,15:00:00,http://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,57.0,57.0
972,2017,4,71,Russian Grand Prix,2017-04-30,12:00:00,http://en.wikipedia.org/wiki/2017_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,52.0
973,2017,5,4,Spanish Grand Prix,2017-05-14,12:00:00,http://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,66.0,66.0
974,2017,6,6,Monaco Grand Prix,2017-05-28,12:00:00,http://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,78.0,78.0
975,2017,7,7,Canadian Grand Prix,2017-06-11,18:00:00,http://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,70.0,70.0
976,2017,8,73,Azerbaijan Grand Prix,2017-06-25,13:00:00,http://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,51.0,51.0
977,2017,9,70,Austrian Grand Prix,2017-07-09,12:00:00,http://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
978,2017,10,9,British Grand Prix,2017-07-16,12:00:00,http://en.wikipedia.org/wiki/2017_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,52.0,51.0
979,2017,11,11,Hungarian Grand Prix,2017-07-30,12:00:00,http://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,70.0,70.0
980,2017,12,13,Belgian Grand Prix,2017-08-27,12:00:00,http://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,44.0,44.0
981,2017,13,14,Italian Grand Prix,2017-09-03,12:00:00,http://en.wikipedia.org/wiki/2017_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
982,2017,14,15,Singapore Grand Prix,2017-09-17,12:00:00,http://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,61.0,58.0
983,2017,15,2,Malaysian Grand Prix,2017-10-01,07:00:00,http://en.wikipedia.org/wiki/2017_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
984,2017,16,22,Japanese Grand Prix,2017-10-08,05:00:00,http://en.wikipedia.org/wiki/2017_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
985,2017,17,69,United States Grand Prix,2017-10-22,19:00:00,http://en.wikipedia.org/wiki/2017_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
986,2017,18,32,Mexican Grand Prix,2017-10-29,19:00:00,http://en.wikipedia.org/wiki/2017_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
987,2017,19,18,Brazilian Grand Prix,2017-11-12,16:00:00,http://en.wikipedia.org/wiki/2017_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
988,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,http://en.wikipedia.org/wiki/2017_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,55.0,55.0
989,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,http://en.wikipedia.org/wiki/2018_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,58.0,58.0
990,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,57.0,57.0
991,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
992,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,51.0,51.0
993,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,66.0,66.0
994,2018,6,6,Monaco Grand Prix,2018-05-27,13:10:00,http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,78.0,78.0
995,2018,7,7,Canadian Grand Prix,2018-06-10,18:10:00,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,70.0,68.0
996,2018,8,34,French Grand Prix,2018-06-24,14:10:00,http://en.wikipedia.org/wiki/2018_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
997,2018,9,70,Austrian Grand Prix,2018-07-01,13:10:00,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
998,2018,10,9,British Grand Prix,2018-07-08,13:10:00,http://en.wikipedia.org/wiki/2018_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,52.0,52.0
999,2018,11,10,German Grand Prix,2018-07-22,13:10:00,http://en.wikipedia.org/wiki/2018_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,67.0,67.0
1000,2018,12,11,Hungarian Grand Prix,2018-07-29,13:10:00,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,70.0,70.0
1001,2018,13,13,Belgian Grand Prix,2018-08-26,13:10:00,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,44.0,44.0
1002,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
1003,2018,15,15,Singapore Grand Prix,2018-09-16,12:10:00,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,61.0,61.0
1004,2018,16,71,Russian Grand Prix,2018-09-30,11:10:00,http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
1005,2018,17,22,Japanese Grand Prix,2018-10-07,05:10:00,http://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53.0,53.0
1006,2018,18,69,United States Grand Prix,2018-10-21,18:10:00,http://en.wikipedia.org/wiki/2018_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
1007,2018,19,32,Mexican Grand Prix,2018-10-28,19:10:00,http://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
1008,2018,20,18,Brazilian Grand Prix,2018-11-11,17:10:00,http://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71.0,71.0
1009,2018,21,24,Abu Dhabi Grand Prix,2018-11-25,13:10:00,http://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,55.0,55.0
1010,2019,1,1,Australian Grand Prix,2019-03-17,05:10:00,http://en.wikipedia.org/wiki/2019_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,58.0,58.0
1011,2019,2,3,Bahrain Grand Prix,2019-03-31,15:10:00,http://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,57.0,57.0
1012,2019,3,17,Chinese Grand Prix,2019-04-14,06:10:00,http://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56.0,56.0
1013,2019,4,73,Azerbaijan Grand Prix,2019-04-28,12:10:00,http://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,51.0,51.0
