raceId,year,circuit,lat,lng,milliseconds,datetime,temp,clouds,wind_speed,wind_deg,weather_main,weather_desc
944,2015,Brazilian Grand Prix,-23.7036,-46.6997,5469090,2015-11-15 16:00:00,25.85,75.0,2.1,0.0,Clouds,broken clouds
945,2015,Abu Dhabi Grand Prix,24.4672,54.6031,5910175,2015-11-29 13:00:00,27.54,20.0,6.2,310.0,Clouds,few clouds
948,2016,Australian Grand Prix,-37.8497,144.968,6495565,2016-03-20 05:00:00,22.21,0.0,6.2,150.0,Clear,clear sky
949,2016,Bahrain Grand Prix,26.0325,50.5106,5614696,2016-04-03 15:00:00,21.38,7.0,3.71,77.0,Clear,clear sky
950,2016,Chinese Grand Prix,31.3389,121.22,5933891,2016-04-17 06:00:00,21.41,0.0,3.0,90.0,Clear,clear sky
951,2016,Russian Grand Prix,43.4057,39.9578,5561997,2016-05-01 12:00:00,17.14,40.0,3.6,180.0,Clouds,scattered clouds
952,2016,Spanish Grand Prix,41.57,2.26111,6100017,2016-05-15 12:00:00,23.4,40.0,5.7,120.0,Clouds,scattered clouds
953,2016,Monaco Grand Prix,43.7347,7.42056,7169133,2016-05-29 12:00:00,17.59,75.0,4.63,200.0,Rain,light rain
954,2016,Canadian Grand Prix,45.5,-73.5228,5465296,2016-06-12 18:00:00,12.14,100.0,7.2,290.0,Clouds,overcast clouds
955,2016,European Grand Prix,40.3725,49.8533,5572366,2016-06-19 13:00:00,26.97,0.0,5.7,350.0,Clear,clear sky
956,2016,Austrian Grand Prix,47.2197,14.7647,5258107,2016-07-03 12:00:00,15.58,75.0,1.03,0.0,Clouds,broken clouds
957,2016,British Grand Prix,52.0786,-1.01694,5695831,2016-07-10 12:00:00,19.84,32.0,6.78,216.0,Clouds,scattered clouds
958,2016,Hungarian Grand Prix,47.5789,19.2486,6030115,2016-07-24 12:00:00,28.46,0.0,3.6,120.0,Clear,clear sky
959,2016,German Grand Prix,49.3278,8.56583,5444200,2016-07-31 12:00:00,24.53,0.0,3.1,290.0,Clear,clear sky
960,2016,Belgian Grand Prix,50.4372,5.97139,6291058,2016-08-28 12:00:00,24.9,20.0,5.0,270.0,Clouds,few clouds
961,2016,Italian Grand Prix,45.6156,9.28111,4648089,2016-09-04 12:00:00,31.38,0.0,2.06,0.0,Clear,clear sky
962,2016,Singapore Grand Prix,1.2914,103.864,6948950,2016-09-18 12:00:00,31.11,75.0,2.1,270.0,Rain,light rain
963,2016,Malaysian Grand Prix,2.76083,101.738,5832776,2016-10-02 07:00:00,33.76,75.0,5.14,300.0,Clouds,broken clouds
964,2016,Japanese Grand Prix,34.8431,136.541,5203333,2016-10-09 05:00:00,22.16,95.0,6.7,330.0,Clouds,overcast clouds
965,2016,United States Grand Prix,30.1328,-97.6411,5892618,2016-10-23 19:00:00,26.81,75.0,5.7,170.0,Clouds,broken clouds
966,2016,Mexican Grand Prix,19.4042,-99.0907,6031402,2016-10-30 19:00:00,19.77,75.0,2.6,90.0,Clouds,broken clouds
967,2016,Brazilian Grand Prix,-23.7036,-46.6997,10861335,2016-11-13 16:00:00,18.74,100.0,4.12,160.0,Rain,light rain
968,2016,Abu Dhabi Grand Prix,24.4672,54.6031,5884013,2016-11-27 13:00:00,27.14,0.0,5.14,340.0,Clear,clear sky
969,2017,Australian Grand Prix,-37.8497,144.968,5051672,2017-03-26 05:00:00,25.03,0.0,5.7,200.0,Clear,clear sky
970,2017,Chinese Grand Prix,31.3389,121.22,5856158,2017-04-09 06:00:00,13.05,100.0,6.0,40.0,Mist,mist
971,2017,Bahrain Grand Prix,26.0325,50.5106,5633374,2017-04-16 15:00:00,24.52,0.0,10.62,336.0,Clear,clear sky
972,2017,Russian Grand Prix,43.4057,39.9578,5288743,2017-04-30 12:00:00,19.88,20.0,4.0,270.0,Clouds,few clouds
973,2017,Spanish Grand Prix,41.57,2.26111,5756497,2017-05-14 12:00:00,24.22,20.0,5.7,120.0,Clouds,few clouds
974,2017,Monaco Grand Prix,43.7347,7.42056,6284340,2017-05-28 12:00:00,21.99,20.0,3.1,110.0,Clouds,few clouds
975,2017,Canadian Grand Prix,45.5,-73.5228,5585154,2017-06-11 18:00:00,28.2,100.0,9.8,230.0,Clouds,overcast clouds
976,2017,Azerbaijan Grand Prix,40.3725,49.8533,7435573,2017-06-25 13:00:00,26.03,20.0,5.7,350.0,Clouds,few clouds
977,2017,Austrian Grand Prix,47.2197,14.7647,4908523,2017-07-09 12:00:00,27.19,40.0,5.14,80.0,Clouds,scattered clouds
978,2017,British Grand Prix,52.0786,-1.01694,4887430,2017-07-16 12:00:00,20.87,92.0,5.11,258.0,Clouds,overcast clouds
979,2017,Hungarian Grand Prix,47.5789,19.2486,5986713,2017-07-30 12:00:00,29.46,0.0,3.1,150.0,Clear,clear sky
980,2017,Belgian Grand Prix,50.4372,5.97139,5082820,2017-08-27 12:00:00,22.24,40.0,2.06,10.0,Clouds,scattered clouds
981,2017,Italian Grand Prix,45.6156,9.28111,4532312,2017-09-03 12:00:00,22.51,0.0,1.03,0.0,Clear,clear sky
982,2017,Singapore Grand Prix,1.2914,103.864,7403544,2017-09-17 12:00:00,27.93,40.0,4.12,170.0,Thunderstorm,thunderstorm with rain
983,2017,Malaysian Grand Prix,2.76083,101.738,5401290,2017-10-01 07:00:00,30.62,75.0,3.1,320.0,Clouds,broken clouds
984,2017,Japanese Grand Prix,34.8431,136.541,5251194,2017-10-08 05:00:00,25.92,43.0,1.5,160.0,Clouds,scattered clouds
985,2017,United States Grand Prix,30.1328,-97.6411,5630991,2017-10-22 19:00:00,23.48,20.0,5.7,360.0,Clouds,few clouds
986,2017,Mexican Grand Prix,19.4042,-99.0907,5786552,2017-10-29 19:00:00,20.93,75.0,2.1,30.0,Clouds,broken clouds
987,2017,Brazilian Grand Prix,-23.7036,-46.6997,5486262,2017-11-12 16:00:00,27.02,0.0,2.6,280.0,Clear,clear sky
988,2017,Abu Dhabi Grand Prix,24.4672,54.6031,5654062,2017-11-26 13:00:00,25.14,40.0,5.7,330.0,Clouds,scattered clouds
989,2018,Australian Grand Prix,-37.8497,144.968,5373283,2018-03-25 05:10:00,24.89,75.0,10.29,340.0,Clouds,broken clouds
990,2018,Bahrain Grand Prix,26.0325,50.5106,5521940,2018-04-08 15:10:00,24.17,18.0,5.99,44.0,Clouds,few clouds
991,2018,Chinese Grand Prix,31.3389,121.22,5736380,2018-04-15 06:10:00,19.71,0.0,3.0,360.0,Clear,clear sky
992,2018,Azerbaijan Grand Prix,40.3725,49.8533,6224291,2018-04-29 12:10:00,12.91,0.0,13.9,340.0,Clear,clear sky
993,2018,Spanish Grand Prix,41.57,2.26111,5729972,2018-05-13 13:10:00,15.76,40.0,4.12,120.0,Clouds,scattered clouds
994,2018,Monaco Grand Prix,43.7347,7.42056,6174807,2018-05-27 13:10:00,21.58,0.0,5.14,120.0,Clear,clear sky
995,2018,Canadian Grand Prix,45.5,-73.5228,5311377,2018-06-10 18:10:00,19.37,75.0,2.6,30.0,Clouds,broken clouds
996,2018,French Grand Prix,43.2506,5.79167,5411385,2018-06-24 14:10:00,23.83,93.0,1.14,239.0,Rain,light rain
997,2018,Austrian Grand Prix,47.2197,14.7647,4916024,2018-07-01 13:10:00,21.19,20.0,4.12,90.0,Clouds,few clouds
998,2018,British Grand Prix,52.0786,-1.01694,5249784,2018-07-08 13:10:00,28.13,6.0,3.37,341.0,Clear,clear sky
999,2018,German Grand Prix,49.3278,8.56583,5549845,2018-07-22 13:10:00,25.04,40.0,3.1,310.0,Clouds,scattered clouds
1000,2018,Hungarian Grand Prix,47.5789,19.2486,5836427,2018-07-29 13:10:00,31.46,0.0,2.6,270.0,Clear,clear sky
1001,2018,Belgian Grand Prix,50.4372,5.97139,5014476,2018-08-26 13:10:00,16.78,100.0,4.0,190.0,Clouds,overcast clouds
1002,2018,Italian Grand Prix,45.6156,9.28111,4614484,2018-09-02 13:10:00,20.37,40.0,4.12,130.0,Clouds,scattered clouds
1003,2018,Singapore Grand Prix,1.2914,103.864,6671611,2018-09-16 12:10:00,29.01,75.0,3.1,170.0,Clouds,broken clouds
1004,2018,Russian Grand Prix,43.4057,39.9578,5245181,2018-09-30 11:10:00,22.41,100.0,2.0,10.0,Clouds,overcast clouds
1005,2018,Japanese Grand Prix,34.8431,136.541,5237062,2018-10-07 05:10:00,27.05,24.0,5.1,310.0,Clouds,few clouds
1006,2018,United States Grand Prix,30.1328,-97.6411,5658643,2018-10-21 18:10:00,20.92,38.0,3.1,0.0,Clouds,scattered clouds
1007,2018,Mexican Grand Prix,19.4042,-99.0907,5908851,2018-10-28 19:10:00,19.08,75.0,1.54,190.0,Clouds,broken clouds
1008,2018,Brazilian Grand Prix,-23.7036,-46.6997,5229066,2018-11-11 17:10:00,25.44,75.0,6.7,170.0,Rain,light rain
1009,2018,Abu Dhabi Grand Prix,24.4672,54.6031,5980382,2018-11-25 13:10:00,33.14,40.0,5.14,200.0,Clouds,scattered clouds
1010,2019,Australian Grand Prix,-37.8497,144.968,5127325,2019-03-17 05:10:00,25.03,0.0,6.2,170.0,Clear,clear sky
1011,2019,Bahrain Grand Prix,26.0325,50.5106,5661295,2019-03-31 15:10:00,24.57,90.0,11.57,98.0,Clouds,overcast clouds
1012,2019,Chinese Grand Prix,31.3389,121.22,5526350,2019-04-14 06:10:00,21.63,0.0,7.0,30.0,Rain,heavy intensity rain
1013,2019,Azerbaijan Grand Prix,40.3725,49.8533,5512942,2019-04-28 12:10:00,15.77,0.0,8.8,170.0,Clear,clear sky
1014,2019,Spanish Grand Prix,41.57,2.26111,5750443,2019-05-12 13:10:00,18.97,20.0,5.7,120.0,Clouds,few clouds
1015,2019,Monaco Grand Prix,43.7347,7.42056,6208437,2019-05-26 13:10:00,18.88,75.0,3.1,230.0,Rain,light rain
1016,2019,Canadian Grand Prix,45.5,-73.5228,5347084,2019-06-09 18:10:00,28.69,0.0,5.14,210.0,Clear,clear sky
1017,2019,French Grand Prix,43.2506,5.79167,5071198,2019-06-23 13:10:00,26.3,45.0,2.97,233.0,Clouds,scattered clouds
1018,2019,Austrian Grand Prix,47.2197,14.7647,4921822,2019-06-30 13:10:00,32.23,20.0,4.6,190.0,Clouds,few clouds
1019,2019,British Grand Prix,52.0786,-1.01694,4868452,2019-07-14 13:10:00,19.55,100.0,2.48,44.0,Clouds,overcast clouds
1020,2019,German Grand Prix,49.3278,8.56583,6271275,2019-07-28 13:10:00,21.63,75.0,3.6,260.0,Thunderstorm,thunderstorm
1021,2019,Hungarian Grand Prix,47.5789,19.2486,5703796,2019-08-04 13:10:00,24.95,0.0,3.6,230.0,Clear,clear sky
1022,2019,Belgian Grand Prix,50.4372,5.97139,5025710,2019-09-01 13:10:00,17.27,40.0,3.0,330.0,Clouds,scattered clouds
1023,2019,Italian Grand Prix,45.6156,9.28111,4526665,2019-09-08 13:10:00,19.64,29.0,0.89,96.0,Clouds,scattered clouds
1024,2019,Singapore Grand Prix,1.2914,103.864,7113667,2019-09-22 12:10:00,29.95,75.0,6.2,150.0,Haze,haze
1025,2019,Russian Grand Prix,43.4057,39.9578,5618992,2019-09-29 11:10:00,22.02,40.0,4.02,210.0,Clouds,scattered clouds
1026,2019,Japanese Grand Prix,34.8431,136.541,4906755,2019-10-13 05:10:00,23.61,0.0,8.2,300.0,Clear,clear sky
1027,2019,Mexican Grand Prix,19.4042,-99.0907,5808904,2019-10-27 19:10:00,22.77,75.0,3.1,80.0,Rain,light rain
1028,2019,United States Grand Prix,30.1328,-97.6411,5635653,2019-11-03 19:10:00,22.07,20.0,4.6,170.0,Clouds,few clouds
1029,2019,Brazilian Grand Prix,-23.7036,-46.6997,5594678,2019-11-17 17:10:00,20.11,40.0,7.2,170.0,Clouds,scattered clouds
1030,2019,Abu Dhabi Grand Prix,24.4672,54.6031,5645715,2019-12-01 13:10:00,27.14,0.0,4.6,330.0,Clear,clear sky
1031,2020,Austrian Grand Prix,47.2197,14.7647,5455739,2020-07-05 13:10:00,26.49,20.0,3.1,80.0,Clouds,few clouds
1032,2020,Styrian Grand Prix,47.2197,14.7647,4970683,2020-07-12 13:10:00,19.55,40.0,2.6,110.0,Clouds,scattered clouds
1033,2020,Hungarian Grand Prix,47.5789,19.2486,5772473,2020-07-19 13:10:00,20.69,40.0,2.6,30.0,Rain,light rain
1034,2020,British Grand Prix,52.0786,-1.01694,5281283,2020-08-02 13:10:00,21.39,39.0,0.45,315.0,Clouds,scattered clouds
1035,2020,70th Anniversary Grand Prix,52.0786,-1.01694,4781993,2020-08-09 13:10:00,25.78,14.0,0.89,46.0,Clouds,few clouds
1036,2020,Spanish Grand Prix,41.57,2.26111,5505279,2020-08-16 13:10:00,27.68,40.0,6.2,120.0,Clouds,scattered clouds
1037,2020,Belgian Grand Prix,50.4372,5.97139,5048761,2020-08-30 13:10:00,17.37,40.0,3.6,320.0,Clouds,scattered clouds
1038,2020,Italian Grand Prix,45.6156,9.28111,6426056,2020-09-06 13:10:00,27.12,20.0,2.1,110.0,Clouds,few clouds
1039,2020,Tuscan Grand Prix,43.9975,11.3719,8375060,2020-09-13 13:10:00,29.9,0.0,3.29,30.0,Clear,clear sky
1040,2020,Russian Grand Prix,43.4057,39.9578,5640364,2020-09-27 11:10:00,29.1,20.0,5.0,170.0,Clouds,few clouds
1041,2020,Eifel Grand Prix,50.3356,6.9475,5749641,2020-10-11 13:10:00,9.58,45.0,3.1,290.0,Clouds,scattered clouds
1042,2020,Portuguese Grand Prix,37.227,-8.6267,5396828,2020-10-25 12:10:00,19.06,87.0,7.86,239.0,Clouds,overcast clouds
1043,2020,Emilia Romagna Grand Prix,44.3439,11.7167,5312430,2020-11-01 12:10:00,17.2,100.0,1.83,261.0,Clouds,overcast clouds
1044,2020,Turkish Grand Prix,40.9517,29.405,6139313,2020-11-15 10:10:00,13.45,75.0,2.1,70.0,Clouds,broken clouds
1045,2020,Bahrain Grand Prix,26.0325,50.5106,10787515,2020-11-29 14:10:00,24.3,14.0,0.45,37.0,Clouds,few clouds
1046,2020,Sakhir Grand Prix,26.0325,50.5106,5475114,2020-12-06 17:10:00,21.68,29.0,2.68,24.0,Clouds,scattered clouds
1047,2020,Abu Dhabi Grand Prix,24.4672,54.6031,5788645,2020-12-13 13:10:00,23.14,20.0,5.1,330.0,Clouds,few clouds
1051,2021,Qatar Grand Prix,25.49,51.4542,5068471,2021-11-21 14:00:00,27.18,0.0,4.92,112.0,Clear,clear sky
1052,2021,Bahrain Grand Prix,26.0325,50.5106,5523897,2021-03-28 15:00:00,20.6,0.0,11.4,337.0,Clear,clear sky
1053,2021,Emilia Romagna Grand Prix,44.3439,11.7167,7354598,2021-04-18 13:00:00,13.61,99.0,3.14,47.0,Rain,light rain
1054,2021,Portuguese Grand Prix,37.227,-8.6267,5671421,2021-05-02 14:00:00,17.82,95.0,5.96,314.0,Clouds,overcast clouds
1055,2021,Spanish Grand Prix,41.57,2.26111,5587680,2021-05-09 13:00:00,21.29,20.0,2.6,160.0,Clouds,few clouds
1056,2021,Monaco Grand Prix,43.7347,7.42056,5936820,2021-05-23 13:00:00,20.68,75.0,10.29,90.0,Clouds,broken clouds
1057,2021,Azerbaijan Grand Prix,40.3725,49.8533,8016410,2021-06-06 12:00:00,20.17,20.0,7.2,20.0,Clouds,few clouds
1058,2021,Styrian Grand Prix,47.2197,14.7647,4938925,2021-06-27 13:00:00,26.1,75.0,2.57,260.0,Clouds,broken clouds
1059,2021,French Grand Prix,43.2506,5.79167,5245770,2021-06-20 13:00:00,25.91,82.0,1.34,55.0,Clouds,broken clouds
1060,2021,Austrian Grand Prix,47.2197,14.7647,5034543,2021-07-04 13:00:00,20.92,75.0,2.06,60.0,Clouds,broken clouds
1061,2021,British Grand Prix,52.0786,-1.01694,7103284,2021-07-18 14:00:00,29.63,1.0,1.79,176.0,Clear,clear sky
1062,2021,Hungarian Grand Prix,47.5789,19.2486,7483199,2021-08-01 13:00:00,27.48,20.0,1.03,0.0,Rain,light intensity shower rain
1063,2021,Belgian Grand Prix,50.4372,5.97139,207071,2021-08-29 13:00:00,13.44,100.0,4.63,330.0,Drizzle,drizzle
1064,2021,Dutch Grand Prix,52.3888,4.54092,5405395,2021-09-05 13:00:00,21.65,0.0,3.6,70.0,Clear,clear sky
1065,2021,Italian Grand Prix,45.6156,9.28111,4914365,2021-09-12 13:00:00,29.37,0.0,2.06,0.0,Clear,clear sky
1066,2021,Russian Grand Prix,43.4057,39.9578,5441001,2021-09-26 12:00:00,17.99,100.0,3.0,140.0,Rain,light rain
1067,2021,Turkish Grand Prix,40.9517,29.405,5464103,2021-10-10 12:00:00,17.87,75.0,7.2,30.0,Clouds,broken clouds
1069,2021,United States Grand Prix,30.1328,-97.6411,5676552,2021-10-24 19:00:00,29.0,20.0,4.12,180.0,Clouds,few clouds
1070,2021,Mexico City Grand Prix,19.4042,-99.0907,5919086,2021-11-07 19:00:00,20.56,69.0,2.68,310.0,Clouds,broken clouds
1071,2021,São Paulo Grand Prix,-23.7036,-46.6997,5542851,2021-11-14 17:00:00,23.55,20.0,6.17,170.0,Clouds,few clouds
1072,2021,Saudi Arabian Grand Prix,21.6319,39.1044,7575118,2021-12-05 17:30:00,27.68,0.0,2.06,260.0,Clear,clear sky
1073,2021,Abu Dhabi Grand Prix,24.4672,54.6031,5417345,2021-12-12 13:00:00,25.09,40.0,5.14,300.0,Clouds,scattered clouds
1074,2022,Bahrain Grand Prix,26.0325,50.5106,5853584,2022-03-20 15:00:00,20.38,0.0,5.69,355.0,Clear,clear sky
1075,2022,Saudi Arabian Grand Prix,21.6319,39.1044,5059293,2022-03-27 17:00:00,25.53,0.0,7.2,320.0,Clear,clear sky
1076,2022,Australian Grand Prix,-37.8497,144.968,5266548,2022-04-10 05:00:00,27.23,20.0,6.17,330.0,Clouds,few clouds
1077,2022,Emilia Romagna Grand Prix,44.3439,11.7167,5527986,2022-04-24 13:00:00,13.81,100.0,2.93,220.0,Rain,light rain
1078,2022,Miami Grand Prix,25.9581,-80.2389,5664258,2022-05-08 19:30:00,30.99,75.0,7.72,110.0,Rain,light rain
1079,2022,Spanish Grand Prix,41.57,2.26111,5840475,2022-05-22 13:00:00,34.9,0.0,5.14,210.0,Clear,clear sky
1080,2022,Monaco Grand Prix,43.7347,7.42056,6990265,2022-05-29 13:00:00,20.71,75.0,9.26,210.0,Clouds,broken clouds
1081,2022,Azerbaijan Grand Prix,40.3725,49.8533,5645941,2022-06-12 11:00:00,26.55,0.0,6.17,170.0,Clear,clear sky
1082,2022,Canadian Grand Prix,45.5,-73.5228,5781757,2022-06-19 18:00:00,19.81,0.0,9.26,330.0,Clear,clear sky
1083,2022,British Grand Prix,52.0786,-1.01694,8270311,2022-07-03 14:00:00,18.92,62.0,0.89,103.0,Clouds,broken clouds
1084,2022,Austrian Grand Prix,47.2197,14.7647,5064312,2022-07-10 13:00:00,20.08,75.0,7.2,280.0,Rain,light rain
1085,2022,French Grand Prix,43.2506,5.79167,5402112,2022-07-24 13:00:00,31.98,0.0,4.1,231.0,Clear,clear sky
1086,2022,Hungarian Grand Prix,47.5789,19.2486,5975912,2022-07-31 13:00:00,18.32,75.0,10.8,310.0,Rain,light rain
1087,2022,Belgian Grand Prix,50.4372,5.97139,5152894,2022-08-28 13:00:00,21.53,75.0,4.63,40.0,Clouds,broken clouds
1088,2022,Dutch Grand Prix,52.3888,4.54092,5802773,2022-09-04 13:00:00,26.87,20.0,4.12,140.0,Clouds,few clouds
1089,2022,Italian Grand Prix,45.6156,9.28111,4827511,2022-09-11 13:00:00,27.12,0.0,2.06,310.0,Clear,clear sky
1091,2022,Singapore Grand Prix,1.2914,103.864,7340238,2022-10-02 12:00:00,25.86,75.0,1.03,110.0,Clouds,broken clouds
1092,2022,Japanese Grand Prix,34.8431,136.541,10904004,2022-10-09 05:00:00,19.02,100.0,3.04,106.0,Rain,moderate rain
1093,2022,United States Grand Prix,30.1328,-97.6411,6131687,2022-10-23 19:00:00,28.98,75.0,7.2,170.0,Clouds,broken clouds
1094,2022,Mexico City Grand Prix,19.4042,-99.0907,5916729,2022-10-30 20:00:00,23.92,40.0,3.09,30.0,Clouds,scattered clouds
1095,2022,Brazilian Grand Prix,-23.7036,-46.6997,5914044,2022-11-13 18:00:00,27.15,0.0,6.17,180.0,Clear,clear sky
1096,2022,Abu Dhabi Grand Prix,24.4672,54.6031,5265914,2022-11-20 13:00:00,29.09,0.0,7.2,320.0,Clear,clear sky
